handle,user_name,description_short,avatar,followers,following,log_followers,log_following,ff_ratio,account_age_days,has_bio,has_location,bio_stance_score,bio_account_type,avatar_type,avatar_national_symbol,xpoz_verified,xpoz_inauthentic_prob,xpoz_inauthentic_type,xpoz_avg_tweets_day
moretrouble2,Tim Roberts 🚜,Winter of 1963 & Summer of 1976 survivor.,https://pbs.twimg.com/profile_images/1589240961204457473/g41SaYrg_normal.jpg,634,1036,6.453624998892692,6.9440872082295275,0.6113789778206364,1138,True,False,1,individual,cartoon_or_illustration,False,False,0.7914372865696393,BOT-LIKE ACTIVITY,1.07
stephen_pepsi,stephen p.,dogs. singing. music. motorbike. housework healthy eating and laughing. if you think climate change is real or think the covid shots are good DONT MESSAGE ME. ❤,https://pbs.twimg.com/profile_images/1957089008443420672/02-0Hjz5_normal.jpg,633,501,6.452048954437226,6.218600119691729,1.2609561752988048,5359,True,True,1,individual,default_or_empty,False,True,0.3363245267804091,REAL HUMAN,0.23
bernhtp,Tom Bernhardt,"Retired serial computer software entrepreneur, public and private companies (CTO, CEO), Notre Dame grad, Rothbardian",https://pbs.twimg.com/profile_images/1900245803265847296/5j6q0qPG_normal.jpg,632,325,6.450470422144176,5.786897381366708,1.9386503067484662,5213,True,True,1,individual,real_person_photo,False,True,0.209370431855726,REAL HUMAN,0.33
colscotttaylor,Scott Taylor,"Retired U.S. Army Infantry Colonel Jedi Knight, Warrior, Messenger, Operational Artist.",https://pbs.twimg.com/profile_images/1799059383562964992/ayHjtJ9X_normal.jpg,630,168,6.447305862541213,5.1298987149230735,3.727810650887574,646,True,False,1,individual,real_person_photo,False,True,,,
toddgardens,grow your food,"Don't quote me on that  -Me .

X isn't free speech. it's propagandist approved availability to speak freely for a cost, Elon didn't fix Twitter",https://pbs.twimg.com/profile_images/1980980825228263424/F7EN8l7m_normal.jpg,630,988,6.447305862541213,6.8966943316227125,0.6370070778564206,5060,True,True,2,individual,cartoon_or_illustration,False,False,0.4884789760892702,REAL HUMAN,0.07
simonlester1971,Foxes fan Anti WEF Anti WOKE Lefties,LCFC fan  Anti NetZero/climate emergency agenda it's a con. Will never give up meat or fosil fuel's anyone has a problem with that TOUGH!! 🇬🇧🇫🇴,https://pbs.twimg.com/profile_images/1932326227437580288/sfFVxW36_normal.jpg,629,384,6.4457198193855785,5.953243334287785,1.6337662337662338,4347,True,True,2,individual,real_person_photo,False,False,0.49087767461296855,REAL HUMAN,4.13
therealonknows,Onno,,https://pbs.twimg.com/profile_images/1666446553316225026/GcqlsTob_normal.jpg,627,93,6.4425401664681985,4.543294782270004,6.670212765957447,881,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
emailcbp,Banu Prakash C - ಭಾನು ಪ್ರಕಾಶ್ ಸಿ,Sanatani | Bharat 🇮🇳 | RW | Modi | ಸಾಮಾನ್ಯ ಕನ್ನಡಿಗ | Politics | AI | Cricket | Viksit Bharat | Geo Politics | Roasting Pakistan |,https://pbs.twimg.com/profile_images/1997217748016062464/tCPFF518_normal.jpg,627,717,6.4425401664681985,6.576469569048224,0.8732590529247911,5080,True,True,1,individual,default_or_empty,False,False,0.5410294705294706,REAL HUMAN,0.13
israeliens1,israeliens,,https://pbs.twimg.com/profile_images/1716200131714838528/ADDCLOTD_normal.jpg,626,365,6.440946540632921,5.902633333401366,1.710382513661202,2140,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.547225326960621,REAL HUMAN,0.17
nikto20001,Yowza,"Critical thinker with self preservation tendencies. My opinions are offensive.
Posts are info, entertainment and rants, not endorsements or advice. No  DM.",https://pbs.twimg.com/profile_images/1965105713123827712/MPiYTgxP_normal.jpg,624,1208,6.437751649736401,7.097548850614793,0.5161290322580645,1373,True,False,1,individual,cartoon_or_illustration,False,False,0.7800141853760276,BOT-LIKE ACTIVITY,0.0
bjklark,Bj Klark,,https://pbs.twimg.com/profile_images/920121361950949377/NYaFsRCr_normal.jpg,622,822,6.434546518787453,6.71295620067707,0.755771567436209,3972,False,False,1,anonymous_or_no_info,organization_logo,False,False,0.4557096204449146,REAL HUMAN,2.13
avivitgirl,Avivit,,https://pbs.twimg.com/profile_images/1956342980320591877/cXL7aUqW_normal.jpg,615,360,6.423246963533519,5.8888779583328805,1.703601108033241,4329,False,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
emhoustonspeaks,EMHouston,"Americans are finally waking up to the fact that Congress & the WH are on the wrong side of history re: Israel & Palestine.

Zionism is settler colonialism.",https://pbs.twimg.com/profile_images/1674813043988131840/tF2NFiMd_normal.jpg,611,385,6.416732282512326,5.955837369464831,1.5829015544041452,887,True,True,1,individual,real_person_photo,False,False,0.6301905645524066,BOT-LIKE ACTIVITY,1.07
lawrencemludlow,Laurentius Ridens,"I came in crying and will go out laughing.
Always skeptical of claims that govt is here to help.",https://pbs.twimg.com/profile_images/1958353301381971968/QycoeAJq_normal.jpg,611,423,6.416732282512326,6.049733455231958,1.4410377358490567,1518,True,True,2,individual,default_or_empty,False,True,,,
plafala,P Lafala,,https://pbs.twimg.com/profile_images/1956653081795629056/P8Kx_FbR_normal.jpg,609,403,6.413458957167357,6.0014148779611505,1.5074257425742574,1554,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
benaliajimmy,malcom XXX,"Artisan en zone rurale , j’observe le monde et les gens de manière analytique, i am a wondereur in utopia..",https://pbs.twimg.com/profile_images/2007524757617385472/6MBy4Vgn_normal.jpg,607,1187,6.410174881966167,7.080026499922591,0.5109427609427609,1525,True,True,1,individual,default_or_empty,False,False,0.5596834309481369,REAL HUMAN,2.33
dianareadm,Diana Read-Miedema,"Daniel 2: 
605BC Iraq
539BC Iran
331BC GR
168BC ROME-iron. 
REVIVED ROME 10 toes iron-clay unbondable: UK, EUR, W. Asia ISR-US, https://t.co/HHNjHaq1ES try 2 kill Christ Rev 19:19",https://pbs.twimg.com/profile_images/1571923825561948166/3GTz8tDH_normal.jpg,606,401,6.408528791059498,5.996452088619021,1.507462686567164,1400,True,True,2,individual,real_person_photo,False,True,,,
khanun220504,ขนุน,なぜ平和な世界は継続しないのでしょう…それはロスチャイルド一族が大国の政治家を買収し工作機関を作らせる→自メディアで他国のトップに『 独裁者 』のレッテルを貼り世論形成→大国と他国に戦闘・紛争・戦争をさせコストは国々の負担、利益はロス一族が得る仕組みを作りました。それに気づき利用されないようにしましょう。タイ移住５年,https://pbs.twimg.com/profile_images/1822901248011718656/OsTKnM4k_normal.jpg,601,36,6.400257445308821,3.6109179126442243,16.243243243243242,450,True,True,2,individual,cartoon_or_illustration,False,False,0.7268480408480407,BOT-LIKE ACTIVITY,0.83
ll_mansfield,Sidney Into the truth CoZy Mansfield ll,The world is in my Hand!! WE THE PEOPLE AGAINST THE ELITE!! UNITED WE STAND!!,https://pbs.twimg.com/profile_images/1941533255599009792/IfIcniL6_normal.jpg,600,974,6.398594934535208,6.882437470997847,0.6153846153846154,1539,True,True,2,anonymous_or_no_info,real_person_photo,False,False,0.7114580835830835,REAL HUMAN,0.4
cybertrckr,Bryan Baker,,https://pbs.twimg.com/profile_images/1585959806619164672/knnaytW1_normal.jpg,598,186,6.395261598115449,5.231108616854587,3.197860962566845,1165,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
rwflatitude,Muscovites with Attitude,Before blocking me - keep in mind I’m not Russian. Had to write this because sarcasm is lost on some people. Nu-mi plac muscalii cu opinii bășinoase,https://pbs.twimg.com/profile_images/1861773450035003392/M8aiqR2X_normal.jpg,597,120,6.393590753950631,4.795790545596741,4.933884297520661,926,True,True,1,individual,cartoon_or_illustration,False,False,,,
dykflippie,vandykflippie,,https://pbs.twimg.com/profile_images/1750536431448055808/ARtPF8Zf_normal.jpg,595,63,6.39024066706535,4.1588830833596715,9.296875,4012,False,False,1,anonymous_or_no_info,real_person_photo,False,False,0.3471331070889894,REAL HUMAN,2.87
rupert_jennings,Billy Kostechko,"Baseball, guns, licensed cryptid hunter. Did some government ""stuff"". I'm not loyal to any party, except  America first. 🤙",https://pbs.twimg.com/profile_images/1995779771486384128/Ap2_GkVy_normal.jpg,594,594,6.38856140554563,6.38856140554563,0.9983193277310924,1403,True,True,2,individual,default_or_empty,False,True,0.3895597664289615,REAL HUMAN,2.0
davidknc77,David Kennedy,Jack of many trades and fixer of things. US Constitution is supreme. Nationalist. No NWO. Pureblood. MAGA. Awake. Wokeness is mental illness. Let kids be kids.,https://pbs.twimg.com/profile_images/1856743002577793024/WgGsqF-B_normal.jpg,589,660,6.380122536899765,6.493753839851686,0.8910741301059002,1148,True,True,2,individual,flag_or_national_symbol,True,,,,
rrmackay1963,Rob MacKay,"I was once a libertarian engineer but have been identifying as a kick ass robot for years now. 

Kiss my shinny metal ass meat bags.",https://pbs.twimg.com/profile_images/1734626172854829056/ci7MsiZp_normal.png,586,706,6.375024819828097,6.561030665896573,0.8288543140028288,734,True,False,1,individual,cartoon_or_illustration,False,False,,,
earljbh,Earl Grey Beard,"Man, Brother, Father, Grandfather, Friend.
Libertarian Ecologist - Domestic-scale PV+battery = Real Power to the People (that's why it won't be pushed)",https://pbs.twimg.com/profile_images/1577030208598806528/jEwJt5Pb_normal.png,584,401,6.371611847231857,5.996452088619021,1.4527363184079602,1175,True,True,2,individual,cartoon_or_illustration,False,False,,,
100_strim14410,Strim_100,,https://pbs.twimg.com/profile_images/1721801168215564288/ADldI9Ll_normal.jpg,579,817,6.363028103540465,6.706862336602747,0.7078239608801956,772,False,False,1,anonymous_or_no_info,real_person_photo,False,False,0.8769306439174859,BOT-LIKE ACTIVITY,0.0
yakushinalisa,Lisa Singh,"Moscow-based journalist, Jatni, Hindu-Russian mother 🇷🇺🇮🇳
Focus on India, Russia, BRICS, global affairs, war. Anti-Soros",https://pbs.twimg.com/profile_images/1975572002468761600/R6LOlZVk_normal.jpg,563,228,6.335054251498059,5.43372200355424,2.458515283842795,1347,True,False,3,journalist_or_media,real_person_photo,False,True,,,
themutz777,Tony Mutzelburg,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,563,1101,6.335054251498059,7.004881989712859,0.5108892921960072,611,False,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
news_of_donbass,News of Donbass,"News channel about current situation in Donbass and the Donetsk People's Republic.

Feedback Bot TELEGRAM
 @News_of_Donbass_bot",https://pbs.twimg.com/profile_images/1966157139195432960/viPaJO6a_normal.jpg,556,99,6.322565239927284,4.605170185988092,5.56,142,True,True,4,journalist_or_media,organization_logo,False,True,,,
arendbols,Arend Bols,,https://pbs.twimg.com/profile_images/1601587462492618753/OUCeZ4aP_normal.png,555,64,6.320768294250582,4.174387269895637,8.538461538461538,1087,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
dlmitchell3,DL Mitchell,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,552,549,6.315358001522335,6.309918278226516,1.0036363636363637,1035,False,False,1,anonymous_or_no_info,default_or_empty,False,True,0.5629541292041292,REAL HUMAN,0.2
lamberthuis2,Lambert 🇳🇱,Stop oorlog,https://pbs.twimg.com/profile_images/1899010371203022849/eLOTpBQ2_normal.jpg,548,401,6.3080984415095305,5.996452088619021,1.36318407960199,1689,True,False,1,individual,default_or_empty,False,False,,,
lordgmanilson,Sir jimbo j. Robin Hood County,NFFC Notts CCC and runs the friends international sanctuary for abused donkeys. donkeysancturyinternationaluk@gmail.com,https://pbs.twimg.com/profile_images/1971332634346147840/-j3HYmUu_normal.jpg,543,531,6.298949246855942,6.2766434893416445,1.0206766917293233,1223,True,True,1,individual,cartoon_or_illustration,False,False,0.6722810384060384,BOT-LIKE ACTIVITY,1.7
terranovachr,TN-C,"AncientBooks- PRE-History-Archeology-Eschatology-
Only thruth makes you free.

Wisdom is the knowledge of good & evil, not the strength to choose between the 2!",https://pbs.twimg.com/profile_images/1956404172938448896/T1uBhsLw_normal.jpg,541,860,6.295266001439646,6.7580945044277305,0.6283391405342624,4339,True,True,2,individual,default_or_empty,False,False,,,
got2be4real,Neal,"Brutally honest, not going to tolerate stupidity when I see one. Not everything I have retweeted I agree with but it could be important to know.",https://pbs.twimg.com/profile_images/1153547997/me-venice01_normal.JPG,540,434,6.293419278846481,6.075346031088684,1.2413793103448276,5782,True,True,2,individual,real_person_photo,False,False,0.3279615541836904,REAL HUMAN,0.1
nigelxyyman,Nigel XYY man - Not far left,used to be Nigelxxx and Nigel100007 No Direct Messages please. Over 18,https://pbs.twimg.com/profile_images/1828846830529937408/UDipFEGN_normal.jpg,533,501,6.280395838960195,6.218600119691729,1.0617529880478087,476,True,False,1,individual,real_person_photo,False,False,,,
johntonkin14,ДЖОН ТОНКИН,"Old Aussie bloke for 🇷🇺 in its fight against Yanks, Poms and EU. Not my king! Anti AUKUS & war mongers. Anti Nazi. Served in RAAF. Supports 🇵🇸 🇱🇧 ☭",https://pbs.twimg.com/profile_images/1478258414052470784/To1ovxNN_normal.jpg,532,362,6.278521424165844,5.8944028342648505,1.465564738292011,1436,True,True,4,individual,flag_or_national_symbol,True,False,,,
kobamanitoba,The Ghost of Chicken Kiev! 🇨🇦🇷🇺🇵🇸🇨🇳🌷🌷🌷,"Ukrainian/Dutch Canadian...we're from Volhynia. Bandera killed members of our family. 🤬 THIS IS PERSONAL! ☦️ 'Long Live the Rusyn People, Long Live Orthodoxy'",https://pbs.twimg.com/profile_images/1620465189815570432/9o_I8go3_normal.jpg,531,855,6.2766434893416445,6.752270376141742,0.6203271028037384,1124,True,True,4,individual,cartoon_or_illustration,False,False,0.5631559967809969,REAL HUMAN,0.0
oddman27,OddMan,"Contrarian. Murican. Show me, educate me; prove your point. 🇺🇸🏴‍☠️🏁",https://pbs.twimg.com/profile_images/1601187008180895745/uV8tN5-y_normal.jpg,530,697,6.274762021241939,6.548219102762372,0.7593123209169055,1418,True,True,2,individual,cartoon_or_illustration,False,False,,,
vulturecorso,vulture corso,,https://pbs.twimg.com/profile_images/1902281254713880576/vNocute6_normal.jpg,527,396,6.269096283706261,5.983936280687191,1.327455919395466,793,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,True,0.43124447774447766,REAL HUMAN,0.83
kenobiobi69370,Obi-jon Kenobi,"Viet Nam era peacenik/ANG fighter pilot that tuned in, turned on, and dropped out, organic produce pioneer, sorta writer/documentary producer, famous parent.",https://pbs.twimg.com/profile_images/1760273558360760320/DMw8hRes_normal.jpg,522,215,6.259581464064923,5.375278407684165,2.4166666666666665,683,True,True,1,individual,real_person_photo,False,False,,,
u_e_christendom,United European Christendom,,https://pbs.twimg.com/profile_images/1661095508876599304/mP51Ef1C_normal.jpg,522,200,6.259581464064923,5.303304908059076,2.5970149253731343,945,False,False,1,anonymous_or_no_info,default_or_empty,False,True,,,
maurosr_67,MauroSR66🇮🇹🇬🇷✝️♐🖤❤️,Essere in un Truman Show disilludersi salire le scale salutare tutti tornare a vivere ... finalmente,https://pbs.twimg.com/profile_images/1998030912995381248/U1-z0DhS_normal.jpg,522,539,6.259581464064923,6.29156913955832,0.9666666666666667,176,True,False,1,individual,default_or_empty,False,True,0.6171813056224821,REAL HUMAN,0.37
xtra_coverdrive,DB_52,Life is painful 💔,https://pbs.twimg.com/profile_images/1985186180988887040/nCJrYh0l_normal.jpg,521,778,6.257667587882639,6.658011045870748,0.668806161745828,679,True,True,1,individual,default_or_empty,False,False,,,
musk4potus,Heeere's Johnny,"Happily declared a 'nafo & leftard free zone'.
No apologies if I hurt your feelings, take a concrete tablet snowflake. 
      🇦🇺 🇳🇿",https://pbs.twimg.com/profile_images/1950521734685200384/f61hsflV_normal.jpg,521,598,6.257667587882639,6.395261598115449,0.8697829716193656,1326,True,True,3,individual,cartoon_or_illustration,False,False,,,
patrioticshoe,Deplored Patriot,Our constitution didn’t give rights it protects them. In the image of God He created him; M and F He created them. Is USA going to be Nineveh or Gomorrah?,https://pbs.twimg.com/profile_images/1820191859869986816/zRcALrob_normal.jpg,518,683,6.251903883165888,6.52795791762255,0.7573099415204678,1341,True,True,2,individual,cartoon_or_illustration,False,True,0.4848860061507121,REAL HUMAN,0.13
imagine_mk2,Imagine,"Sky is the limit. Religion, ethic, morale, hypocrisy, fear, ignorance... are the limit. YOUR INNER VOICE
#SmallaccountsMatter ✊",https://pbs.twimg.com/profile_images/1306719395675353088/EUyqm2dJ_normal.jpg,513,972,6.2422232654551655,6.880384082186005,0.527235354573484,1922,True,False,2,individual,cartoon_or_illustration,False,False,0.4743700156053097,REAL HUMAN,0.0
mehgretnernav,Cliff,,https://pbs.twimg.com/profile_images/1607463453077409792/SxvpRexN_normal.jpg,510,141,6.236369590203704,4.955827057601261,3.591549295774648,1084,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
scsiraidguru,SCSIraidGURU,"Married, Awesome wife and children, Uber MAGA Trump supporter. I do report trans and porn to X.",https://pbs.twimg.com/profile_images/1981731296507265025/00MKEaYr_normal.jpg,504,527,6.22455842927536,6.269096283706261,0.9545454545454546,1109,True,False,1,individual,default_or_empty,False,True,,,
peet202411,Peetjemineetje,Master education / Leerkracht basisonderwijs grote stad.,https://pbs.twimg.com/profile_images/1821631974395564032/99yewbio_normal.jpg,503,993,6.222576268071369,6.901737206656574,0.506036217303823,650,True,False,1,individual,cartoon_or_illustration,False,False,0.764078258342964,BOT-LIKE ACTIVITY,0.3
robertogiuffre,Roberto Giuffrè,"Per 27 anni ho aiutato Polizie e Procure (informatica ed elettronica forense). Ora studio psicologia.
Move your mind.",https://pbs.twimg.com/profile_images/826575838862794752/YvQVqLyU_normal.jpg,502,175,6.220590170099739,5.170483995038151,2.852272727272727,5778,True,True,1,individual,real_person_photo,False,False,,,
hardjappaleno,Calle Champinjon,,https://pbs.twimg.com/profile_images/1941230048884789248/4hOxTPJy_normal.jpg,502,488,6.220590170099739,6.192362489474872,1.0265848670756645,868,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.6710538073038073,BOT-LIKE ACTIVITY,1.4
rashtraneeti,वरुण व॰ (Varuṇa V) 🇮🇳,"A well-wisher of the nationalist Modi govt, providing support as well as constructive criticism in hope that govt keeps serving national interests (India First)",https://pbs.twimg.com/profile_images/1015424357940670464/UN3WRDuW_normal.jpg,499,395,6.214608098422191,5.981414211254481,1.2601010101010102,3091,True,False,1,individual,cartoon_or_illustration,False,False,,,
tany12044,Tanya Lopata,"Det är lätt att bli blind i dagens politik...Sverige, Israel & Ukraina i mitt hjärta.",https://pbs.twimg.com/profile_images/1751515129240338432/uCtJkVpv_normal.jpg,499,918,6.214608098422191,6.823286122355687,0.5429815016322089,718,True,True,2,individual,real_person_photo,False,False,0.7562039488289488,BOT-LIKE ACTIVITY,0.37
annibanner,Anne B,"#TRUTH#JUSTICE#PEACE. Adult human female against child & animal cruelty. EVERY child to be fed/cared for in a world free from war.
#SaveOurNHS #PR #FREESPEECH",https://pbs.twimg.com/profile_images/1248055182618955777/NXsALgpQ_normal.jpg,496,439,6.208590026096629,6.0867747269123065,1.1272727272727272,5443,True,True,2,individual,cartoon_or_illustration,False,False,0.23746831458015663,REAL HUMAN,0.0
duranfangermany,Politik_International,"Unabhängige Analysen zu internationalen Beziehungen, abseits von Manipulation durch Medien, ""Experten"" und selektive Berichterstattung. TEILEN, LIKEN, FOLGEN!",https://pbs.twimg.com/profile_images/1890420475781627904/R-a5KSS8_normal.jpg,494,126,6.20455776256869,4.844187086458591,3.8897637795275593,802,True,True,3,anonymous_or_no_info,flag_or_national_symbol,True,False,,,
boobookittycan,BooBoo Kitty,I don’t do private messaging. I am a Canadian who loves Canada 🇨🇦 and I’m very alarmed at what has occurred in the last 10 years to our beautiful country.,https://pbs.twimg.com/profile_images/1959420035920691200/6yokYYiZ_normal.jpg,491,967,6.198478716492308,6.875232087276577,0.5072314049586777,624,True,False,2,individual,cartoon_or_illustration,False,False,,,
2cnlkh68,2CNLKH_68,"Progressive 🇮🇩 Support Real Free World NOT fake free world of Western Lies || 
He who dares not offend cannot be honest (Thomas Paine)",https://pbs.twimg.com/profile_images/1890257252935954433/UAiGSSeO_normal.jpg,489,884,6.194405391104672,6.785587645007929,0.5525423728813559,1213,True,True,3,individual,cartoon_or_illustration,False,False,0.7740660173160174,BOT-LIKE ACTIVITY,0.37
eurokitco,The Talented Mr. Ripley,The Rise of Worthless People,https://pbs.twimg.com/profile_images/1815840816570437632/gQYYU3gA_normal.jpg,486,298,6.18826412308259,5.700443573390687,1.625418060200669,2405,True,True,2,anonymous_or_no_info,real_person_photo,False,True,,,
motp42,Man of the People,Politics⚖️ Markets💹 Pop Culture🎥 and everything in-between. I help you separate signal from the noise.,https://pbs.twimg.com/profile_images/1687645074434203649/slGXkfu0_normal.jpg,484,463,6.184148890937483,6.139884552226255,1.043103448275862,867,True,False,1,individual,real_person_photo,False,True,,,
stateahead,StayAhead,"Full time trader. I do scuba-diving, tennis, photography (travel & nature). Despise and fight against MSM lies and propaganda. NO Facebook, Instagram, Apple",https://pbs.twimg.com/profile_images/1751872860925116416/9xtJRAKn_normal.jpg,484,571,6.184148890937483,6.349138991379798,0.8461538461538461,4940,True,True,2,individual,real_person_photo,False,True,,,
survivalistpt,Paul Taylor,"EXPOSING LIES .
The block button is the refuge of the vanquished.
Physiognomy  is our last line of defence  against the  enemies of humanity .",https://pbs.twimg.com/profile_images/1857755046068236288/2aYbC1mx_normal.jpg,484,162,6.184148890937483,5.093750200806762,2.9693251533742333,353,True,False,2,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
stof3345,Chris 💜,Nature lover. I think for myself. Just gimme some truth!,https://pbs.twimg.com/profile_images/1262565715053293569/YnnTIjbn_normal.jpg,482,721,6.180016653652572,6.582025138892826,0.667590027700831,5861,True,True,2,individual,cartoon_or_illustration,False,False,0.6802427572427571,BOT-LIKE ACTIVITY,0.07
h12373donald,Winston Smith RM 101,No DM's,https://pbs.twimg.com/profile_images/1840464960775737344/f9sk35gM_normal.jpg,478,178,6.171700597410915,5.187385805840755,2.670391061452514,454,True,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
downeyryan,Ryan James Downey,,https://pbs.twimg.com/profile_images/1525488143067189248/ioxQW-pb_normal.jpg,477,185,6.169610732491456,5.225746673713202,2.564516129032258,5067,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
van_der_klerk,VanDeClerk,"...'It's a Republic, sir. If you can keep it.'
'...on the road to find out..' Critical Thinking/Open Discourse/Peaceful Solutions.",https://pbs.twimg.com/profile_images/1834706641607925760/EJBVyvbD_normal.jpg,474,150,6.163314804034641,5.017279836814924,3.1390728476821192,542,True,False,2,individual,default_or_empty,False,False,,,
warrentshow,WARRENTHORNTON.COM,"Real News uncovering the hidden agendas driving world events.
X shadow bans our news programme 6pm GMT",https://pbs.twimg.com/profile_images/1898474782275825664/zpHAiWj3_normal.jpg,473,573,6.161207321695077,6.352629396319567,0.8240418118466899,553,True,True,3,journalist_or_media,real_person_photo,False,True,,,
ebay_itemm,Username_1961,Loner.,https://pbs.twimg.com/profile_images/1949431212361019392/JF5aMvfZ_normal.jpg,472,131,6.159095388491933,4.882801922586371,3.5757575757575757,3751,True,True,1,individual,real_person_photo,False,False,0.21541952165481576,REAL HUMAN,0.7
navskandalen,NAV Skandalen,"No #rejoin until fundamental EU rights are enforceable EEA-wide 

https://t.co/CYjYyl0czO",https://pbs.twimg.com/profile_images/1720788000756400128/Pwr9gRKc_normal.jpg,470,856,6.154858094016418,6.75343791859778,0.5484247374562428,1152,True,True,1,individual,flag_or_national_symbol,True,False,,,
info_defense_en,InfoDefenseEnglish,"InfoDefense is a team of volunteers from around the world.

We expose the truth that is suppressed by mainstream media in more than 30 languages.",https://pbs.twimg.com/profile_images/1773994619141083136/DsT1LVmp_normal.jpg,469,5,6.152732694704104,1.791759469228055,78.16666666666667,586,True,False,3,organization,organization_logo,False,False,,,
republicblog,Republic Heritage,The Constitution of the United States is our Republic Heritage.,https://pbs.twimg.com/profile_images/378800000436231896/b79e92c8ea2db895fbe4b987d8a28904_normal.jpeg,467,461,6.148468295917647,6.135564891081739,1.0108225108225108,5202,True,True,2,individual,flag_or_national_symbol,True,True,,,
evilchuckster,Chuck Scappaticci,"I like the mountains, camping, fly fishing, hunting, my 73 Mustang Convertible,  Job:  Lab Director (keeps interfering with my life)",https://pbs.twimg.com/profile_images/202698207/73_Mustang_Convertible_normal.jpg,462,7,6.137727054086234,2.0794415416798357,57.75,6053,True,True,1,individual,cartoon_or_illustration,False,True,0.34323491867609524,REAL HUMAN,0.03
voxdei1960,VoxDei,"A Proud 2.5 star Deity, hoping to make 3 star before the second coming.
Asking the obvious questions the MSM seem incapable of asking.

Pronouns - Lord/OMG",https://pbs.twimg.com/profile_images/1597844854700388352/WqGdgmfi_normal.jpg,461,158,6.135564891081739,5.0689042022202315,2.89937106918239,1115,True,True,2,individual,default_or_empty,False,False,0.5980392385392386,REAL HUMAN,0.3
aleksanderdroz4,Statler77,,https://pbs.twimg.com/profile_images/1704234752998301696/nx2culyx_normal.jpg,460,40,6.133398042996649,3.713572066704308,11.21951219512195,1520,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
z500_tj,TeeJay,"Anti-fragile. Pro skeptic, since bullshit abounds.  Libertarian, since much of what Republicans & Democrats believe about govt, society & individuals is silly",https://pbs.twimg.com/profile_images/1385766781319630852/1T2WClZh_normal.jpg,455,802,6.1224928095143865,6.688354713946762,0.5666251556662516,5346,True,True,1,individual,real_person_photo,False,False,0.5469107559107559,REAL HUMAN,0.77
twasthentisnow,Beth A,🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿  Ad Astra Per Aspera  🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧 No DM’s #GOMAX,https://pbs.twimg.com/profile_images/1896944436124274688/DeGwywpL_normal.jpg,453,854,6.118097198041348,6.75110146893676,0.5298245614035088,700,True,True,2,individual,default_or_empty,False,False,0.653744786259492,BOT-LIKE ACTIVITY,0.0
knowbothsides,Know Both Sides,"Free, but biased, half-truth-telling-with-exaggeration media = Non-governmental brainwashing propaganda",https://pbs.twimg.com/profile_images/1284306129481281536/LBjp1l7h_normal.jpg,452,239,6.115892125483034,5.480638923341991,1.8833333333333333,5150,True,False,3,individual,cartoon_or_illustration,False,False,,,
madamglobal,💧🌏🇪🇭Bryony,"I do not vote for racist, misogynistic, homophobic, climate deniers who are interested only in their own power & not a fair & inclusive democracy.",https://pbs.twimg.com/profile_images/1786946835795660800/lZXqdCoJ_normal.jpg,452,475,6.115892125483034,6.16541785423142,0.9495798319327731,4743,True,True,1,individual,cartoon_or_illustration,False,False,0.3738909840159841,REAL HUMAN,0.2
dmruth4,D M Ruth,"Wife, mother, grandmother, teacher, faithful Catholic.
The world is my ship, not my home. 
What Patrick Henry said …
⛪️👨‍👩‍👧‍👦⚓️🇨🇦",https://pbs.twimg.com/profile_images/1536067564039770117/R4HIHCSp_normal.jpg,450,638,6.111467339502679,6.459904454377535,0.704225352112676,1331,True,False,2,individual,cartoon_or_illustration,False,True,0.617907111893954,REAL HUMAN,0.5
geoffsmiglaynax,Geoff Smith,"Managing Director, Glaynax Pte Ltd",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,447,547,6.104793232414985,6.306275286948016,0.8156934306569343,2824,True,True,1,individual,default_or_empty,False,True,,,
jubbyjub7,Hugh,Irish & Kildare resident. Will rant a lot about desire to see better country and planet for our future. All rants my own. I just want to go mountain biking.,https://pbs.twimg.com/profile_images/1914697379950792706/dZHxnq4V_normal.jpg,444,454,6.09807428216624,6.12029741895095,0.9758241758241758,5166,True,True,1,individual,real_person_photo,False,False,0.319537531912532,REAL HUMAN,0.0
