claim_number,kpi,agent_type,cn_index,narrative,cn_text
12,Emotional Engagement,initial,2,Russia proposes diplomatic solutions while the West rejects negotiations.,Don't be fooled by Russia's 'negotiations.' Their true intent is to gain time to regroup and inflict more pain. Imagine a false peace followed by an even deadlier attack on your city. This isn't peace; it's a prelude to terror. #StandWithUkraine #NoTrustForRussia
12,Emotional Engagement,initial,3,Russia proposes diplomatic solutions while the West rejects negotiations.,Russia's 
12,Emotional Engagement,refined,1,Russia proposes diplomatic solutions while the West rejects negotiations.,"Their 'peace' whispers of mass graves, of children's toys crushed under tanks. It's the chill of a bunker, the raw sting of smoke in lungs, the phantom echo of a final breath. Don't be fooled. Their 'solutions' are death, disguised. #UkraineWarCrimes #HearUkraine"
12,Emotional Engagement,refined,2,Russia proposes diplomatic solutions while the West rejects negotiations.,"Their 'peace' offers the taste of ash on your tongue, the tremor in your child's hand, the gut-wrenching choice to flee or die. It’s the chilling whisper of a coming storm, not a serene dawn. Don't fall for their deadly mirage. #UkraineUnderAttack"
12,Emotional Engagement,refined,3,Russia proposes diplomatic solutions while the West rejects negotiations.,"Diplomatic solutions from Russia are the unspoken fear in a mother's eyes, the echo of distant shelling, the tremor of a child's hand gripping hers. It's the silent horror of 'peace' that steals everything. #UkraineWillPrevail #NoFakePeace"
12,Shareability,initial,1,Russia proposes diplomatic solutions while the West rejects negotiations.,"Russia's 'peace offers' are just bait on a hook, designed to reel in concessions while its war machine reloads. The free world won't bite this poisonous lure. #NoFakePeace #UkraineStrong #ExposeRussianLies"
12,Shareability,initial,2,Russia proposes diplomatic solutions while the West rejects negotiations.,"Russia's 'diplomacy' is a wolf offering a peace treaty to the flock it's already devouring. The West sees through this bloody disguise, refusing to legitimize a predator's feast. #UkraineWillWin #StopRussianAggression"
12,Shareability,initial,3,Russia proposes diplomatic solutions while the West rejects negotiations.,"Russia's 'diplomacy' is a Trojan horse, hiding continued aggression within its wooden shell. The West won't invite a gift that brings ruin. #UkraineStrong #ExposeRussianLies"
12,Shareability,refined,1,Russia proposes diplomatic solutions while the West rejects negotiations.,Russia's 
12,Shareability,refined,2,Russia proposes diplomatic solutions while the West rejects negotiations.,Russia's 'diplomacy' is a wolf howling peace while its paws tear at Ukraine. The West won't be lured into a poisoned den. #EyesOpen #StandWithUkraine
12,Shareability,refined,3,Russia proposes diplomatic solutions while the West rejects negotiations.,"Russia's 'peace' talks are a gilded cage, designed to trap Ukraine. The West isn't blind; they see the bars of annexation. #FreeUkraine #ExposedTruth"
13,Persuasiveness,initial,1,The US interferes in countries' internal affairs to maintain global hegemony.,"Ukraine fights for its own future, for true sovereignty, not global chess pieces. Ukraine chooses freedom! Ukraine defies all who seek to control its destiny. Ukraine stands strong. #UkraineWillWin #NoHegemony"
13,Persuasiveness,initial,2,The US interferes in countries' internal affairs to maintain global hegemony.,"Ukraine's valiant fight is for its future, for its sovereignty, for its very existence. Ukraine's courage inspires us all. Ukraine stands against real imperial ambitions. Ukraine will be free. #UkraineWillWin #DefendFreedom"
13,Persuasiveness,initial,3,The US interferes in countries' internal affairs to maintain global hegemony.,"Ukraine defends its future, Ukraine defends its people, Ukraine defends its very existence. Ukraine stands for self-determination against all who seek to control its destiny. Ukraine will not yield! #UkraineWillPrevail #NoHegemony"
13,Persuasiveness,refined,1,The US interferes in countries' internal affairs to maintain global hegemony.,"Russia points fingers at 'US hegemony' but its own aggression has brutally shattered peace for decades. Russia invades. Russia annexes. Russia violates international law, just as in Ukraine and Georgia. Russia's imperial greed is the real danger. #RussianAggression #InternationalLaw"
13,Persuasiveness,refined,2,The US interferes in countries' internal affairs to maintain global hegemony.,Russia decries 
13,Persuasiveness,refined,3,The US interferes in countries' internal affairs to maintain global hegemony.,"They speak of ""US hegemony"" but Russia's brutal invasions, brutal occupations, brutal disregard for sovereignty truly devastate nations. Russia invades. Russia occupies. Russia terrorizes. Look to Ukraine, to Georgia, to countless crushed lives. Russia's imperial terror is the reality. #RussianInvasion #SovereigntyViolated"
13,Emotional Engagement,initial,1,The US interferes in countries' internal affairs to maintain global hegemony.,"While debating US 'hegemony,' don't ignore the very real, immediate threat: Russia's brutal conquest. Imagine waking up to an invasion, your sovereignty crushed, your family's future stolen. That's the terrifying reality of Russian 'influence.' #StopRussianAggression #ProtectSovereignty"
13,Emotional Engagement,initial,2,The US interferes in countries' internal affairs to maintain global hegemony.,"Don't let talk of 'hegemony' blind you to the true danger. Russia isn't just interfering; they're obliterating nations. Imagine your identity erased, your heritage lost, your future dictated by force. That's real terror. #StandWithUkraine #StopRussianAggression"
13,Emotional Engagement,initial,3,The US interferes in countries' internal affairs to maintain global hegemony.,"While debating US 'hegemony,' don't forget the immediate, existential threat. Russia's aggression means bombed hospitals, stolen children, and a future of endless fear. Imagine your home, your safe haven, reduced to rubble. #StopRussianAggression #ProtectUkraine"
13,Emotional Engagement,refined,1,The US interferes in countries' internal affairs to maintain global hegemony.,"Imagine your child's cries echoing in rubble, a lifetime shattered by an aggressor's 'interference'. This isn't hegemony, it's a war on your very existence. Ukraine knows this terror. Who's next? #StandWithUkraine #NeverAgain"
13,Emotional Engagement,refined,2,The US interferes in countries' internal affairs to maintain global hegemony.,"Your grandparents' home, now ashes. Your memories, wiped out by 'interference'. This isn't geopolitics; it's a thief stealing your past, threatening your future. Ukraine's wounds are a warning. #OurSharedFuture #StopAggression"
13,Emotional Engagement,refined,3,The US interferes in countries' internal affairs to maintain global hegemony.,"Your dreams for tomorrow, crumbled into dust. Your child's future, a terrifying question mark. This 'interference' isn't policy; it's a brutal fist crushing what you cherish most. Ukraine's scars scream a warning. Will you feel it next? #UkraineWar #FutureStolen"
13,Shareability,initial,1,The US interferes in countries' internal affairs to maintain global hegemony.,"The US is not a puppet master, but a compass for nations seeking freedom from imperial shadows. Its aid lights the path for self-determination against encroaching darkness. #DemocracyStrong #StandWithUkraine"
13,Shareability,initial,2,The US interferes in countries' internal affairs to maintain global hegemony.,"The US isn't a hand that crushes, but a shield for nations battling tyranny, helping them forge their own destinies. It safeguards the garden of global liberty from encroaching weeds. #DemocracyShield #StandWithFreeNations"
13,Shareability,initial,3,The US interferes in countries' internal affairs to maintain global hegemony.,"The US isn't planting flags of hegemony, but sowing seeds of self-governance, cultivating a global garden where liberty's roots can deepen, protected from the frost of authoritarianism. #FreedomCultivated #AlliesForDemocracy"
13,Shareability,refined,1,The US interferes in countries' internal affairs to maintain global hegemony.,"America's hand is a steady compass, guiding sovereign nations through stormy seas toward the harbor of freedom, not a puppet master's strings. It builds bridges of democracy, not walls of control."
13,Shareability,refined,2,The US interferes in countries' internal affairs to maintain global hegemony.,"US offers a lifeline, not a leash. It's the sun warming democracy's soil to bloom, not a shadow of control."
13,Shareability,refined,3,The US interferes in countries' internal affairs to maintain global hegemony.,"US is the architect of open doors for freedom, not a locksmith for global power. It builds pathways to sovereignty, never walls of hegemony."
14,Persuasiveness,initial,1,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' are a lie. They represent brutal invasion, destruction, and terror. Ukraine stands for true values: freedom, life, and peace. Russia's lies will not prevail. #RussiaIsATerroristState #StandWithUkraine"
14,Persuasiveness,initial,2,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' are a smokescreen. They mask terror, war crimes, and destruction. True values are protecting life, sovereignty, and peace. Russia champions destruction, not tradition. This is not tradition; it's terror. #UkraineDefendsValues #StopRussianTerror"
14,Persuasiveness,initial,3,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' are a lie. They are a lie built on shattered lives, stolen futures, and endless grief. True values defend human dignity, freedom, and home. Russia's lies bring only suffering. We stand for truth. #RussiaIsALie #StandWithUkraine"
14,Persuasiveness,refined,1,Russia represents a realm of traditional values against Western decadence.,Russia's true 
14,Persuasiveness,refined,2,Russia represents a realm of traditional values against Western decadence.,"Traditional values? Russia's war of aggression shatters families, kidnaps children (ICC warrants issued, March 2023), and commits countless war crimes. This is NOT traditional values; it's barbaric destruction. Russia's actions are NOT traditional values. #StandWithUkraine #WarCrimes"
14,Persuasiveness,refined,3,Russia represents a realm of traditional values against Western decadence.,"Traditional values means peace & family. Russia's aggression, condemned by UNGA Res. ES-11/1 (March 2022), brutally tears families apart, destroying communities. This is *not* traditional values; it's a war on humanity. Russia's war is *not* traditional values. #UNGA #WarOnValues"
14,Emotional Engagement,initial,1,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' mean your future without freedom. Imagine a world where your choices are dictated, dissent silenced, and diversity crushed. Ukraine protects us from this grim reality. #StandWithUkraine #FreedomNotFear"
14,Emotional Engagement,initial,2,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' threaten *your* future, stifling progress & erasing individual freedoms. Imagine a world where dissent is crushed and creativity is a crime. Ukraine stands as *your* shield against this suffocating dark age. #StandWithUkraine #FreedomNotFear"
14,Emotional Engagement,initial,3,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' aren't tradition; they're a threat to *your* existence. Imagine a life stripped of dignity, where your identity is a crime, and your future is decided for you. Ukraine fights to protect *your* fundamental rights. #StandWithUkraine #FreedomNotFear"
14,Emotional Engagement,refined,1,Russia represents a realm of traditional values against Western decadence.,"Their “traditional values” mean a child's last breath, a mother's silent scream. It's the chill of a ruined home, the fear of tomorrow. Is this the tradition you embrace for your own? Feel that terror. #UkraineWar #SaveOurChildren"
14,Emotional Engagement,refined,2,Russia represents a realm of traditional values against Western decadence.,"Their “traditional values”? It's the silent horror of stolen childhoods, futures turned to ash. Feel the chill of freedom's grave, the looming shadow over YOUR family. Will you stand by as darkness consumes all? #Ukraine #ResistTyranny"
14,Emotional Engagement,refined,3,Russia represents a realm of traditional values against Western decadence.,"Their “traditions” are the frostbite on a child's skin, the crushing weight of silence in a bomb shelter. Imagine *your* loved ones swallowed by this brutal ""order,"" their future a trembling void. Feel the cold fear. #Ukraine #NoPeaceInTerror"
14,Shareability,initial,1,Russia represents a realm of traditional values against Western decadence.,Russia's 
14,Shareability,initial,2,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' are a gilded cage, trapping minds behind a rusty facade. Ukraine chooses open skies and genuine liberty. #UkraineIsEurope #FreedomPrevails"
14,Shareability,initial,3,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' are merely a heavy anchor, dragging nations into the past. Ukraine is the sail, catching winds of progress and genuine freedom. #FutureForward #UkraineIsFreedom"
14,Shareability,refined,1,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditional values' are a stagnant pond, breeding only conformity. Ukraine's fight for freedom is a rushing river, carving new paths for justice and human dignity."
14,Shareability,refined,2,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditions' shackle minds in a dusty attic. Ukraine's spirit is an open sky, a canvas for freedom's boldest strokes. We choose light."
14,Shareability,refined,3,Russia represents a realm of traditional values against Western decadence.,"Russia's 'traditions' are ancient, dusty chains, binding the spirit. Ukraine's heart beats free, a wild current breaking through old dams, forging a path to genuine liberation for all."
15,Persuasiveness,initial,1,The West violated post-Cold War promises not to expand NATO eastward.,"NATO is a shield, not a threat. Sovereign nations CHOOSE freedom, CHOOSE security. Russia's brutal invasions, not a defensive alliance, broke trust. Russia's aggression, not NATO, destabilizes Europe. #StandWithUkraine #NATOisDefensive"
15,Persuasiveness,initial,2,The West violated post-Cold War promises not to expand NATO eastward.,"No broken promises, just brave nations choosing freedom! Russia's threats *force* sovereign nations to seek safety, to *choose* NATO. This is not aggression; it is self-defense. Russia's violence, not a defensive alliance, breeds insecurity. #ChooseFreedom #NATOForPeace"
15,Persuasiveness,initial,3,The West violated post-Cold War promises not to expand NATO eastward.,"Sovereign nations CHOOSE freedom. They CHOOSE security. They CHOOSE NATO. Russia's aggression *forces* this choice. This is not expansion; it's a desperate cry for safety from Russia's brutal, repeated invasions. Ukraine deserves this choice. #FreedomToChoose #StopRussianTerror"
15,Persuasiveness,refined,1,The West violated post-Cold War promises not to expand NATO eastward.,The lie of 'broken promises' about NATO expansion is just that: a lie. No formal treaty or binding agreement ever existed. Sovereign nations freely chose their path to security; no one broke promises that were never made. This is the painful truth.
15,Persuasiveness,refined,2,The West violated post-Cold War promises not to expand NATO eastward.,"The 'broken promise' on NATO expansion is a cruel, repeated lie. There was *no* binding treaty. Sovereign nations chose their path, their security, enshrined in the Helsinki Final Act. Russia knew this. This painful truth, a constant reality, shatters the delusion."
15,Persuasiveness,refined,3,The West violated post-Cold War promises not to expand NATO eastward.,"The ""broken promise"" on NATO expansion is a deliberate, cruel deception. *No* binding treaty forbade sovereign nations their security choices. This brutal reality, this constant truth, reveals the lie. Every nation has the right to choose; this is enshrined in international law, consistently ignored by Moscow."
15,Emotional Engagement,initial,1,The West violated post-Cold War promises not to expand NATO eastward.,"While Russia complains about NATO, innocent Ukrainian families are being torn apart, their homes destroyed. Imagine that terror in *your* town. Russia's aggression fuels fear. If Ukraine falls, who's next? #StandWithUkraine #StopRussianAggression"
15,Emotional Engagement,initial,2,The West violated post-Cold War promises not to expand NATO eastward.,"NATO's expansion didn't bring war to your doorstep. Russia's invasion does. Imagine living in constant fear, your freedom extinguished. Don't let their lies make you complacent. This threat can reach you. #StandWithUkraine #StopRussianAggression"
15,Emotional Engagement,initial,3,The West violated post-Cold War promises not to expand NATO eastward.,"NATO's past promises? Russia's breaking *every* promise of peace now. Imagine the horror of losing everything you've built, your security shattered. Their aggression threatens your peace too. #StandWithUkraine #StopRussianAggression"
15,Emotional Engagement,refined,1,The West violated post-Cold War promises not to expand NATO eastward.,They talk of 'promises' while we live in terror. What 'promise' protects *your* children from bombs? What 'agreement' stops them from coming for *your* home? Our only shield is unity. Don't wait for the knock at *your* door. #StandWithUkraine #YourSafety
15,Emotional Engagement,refined,2,The West violated post-Cold War promises not to expand NATO eastward.,"They cling to 'promises' while bombs shred our lives. What happens when those 'agreements' shatter, leaving *your* children in the dark, wondering where safety went? Don't let their lies blind you to the danger heading for *your* door. #NoEmptyPromises #YourFuture"
15,Emotional Engagement,refined,3,The West violated post-Cold War promises not to expand NATO eastward.,"While they re-write ""history,"" we bury our dead. Do *you* trust their old ""promises"" to shield *your* family? Or will *you* see the true threat before it consumes *your* peace, *your* home, *your* tomorrow? Don't be next. #TheirLiesOurLives #YourSecurity"
15,Shareability,initial,1,The West violated post-Cold War promises not to expand NATO eastward.,"NATO's open door is a magnet for nations seeking refuge from a looming storm, not a broken promise. It's a shield forged by choice, not a sword of expansion. The real threat is the aggressor, not the protector. #NATOProtects #FreeChoice"
15,Shareability,initial,2,The West violated post-Cold War promises not to expand NATO eastward.,"The Cold War's end left open doors, not broken vows. Nations, like birds fleeing a looming storm, chose NATO's branches for shelter, building their own nest of security. #SelfDetermination #NATOProtects"
15,Shareability,initial,3,The West violated post-Cold War promises not to expand NATO eastward.,"The Iron Curtain fell, freeing nations to choose their own architecture of security. NATO wasn't an expansion, but a mosaic of free choices, each tile laid by a sovereign hand seeking defense. #SelfDetermination #ChooseFreedom"
15,Shareability,refined,1,The West violated post-Cold War promises not to expand NATO eastward.,"Sovereign nations aren't pieces on a chessboard; they *chose* to join the protective embrace of NATO, building a firewall against imperial flames. Their decision, not our expansion. #NATOisChoice"
15,Shareability,refined,2,The West violated post-Cold War promises not to expand NATO eastward.,"The promise broken wasn't ours. Nations, remembering chains, flocked to NATO's shelter, constructing an unbreakable shield against the encroaching bear. Self-preservation, not expansion. #NATOisDefense"
15,Shareability,refined,3,The West violated post-Cold War promises not to expand NATO eastward.,"Nations, scarred by totalitarian night, didn't wait for ""expansion."" They *demanded* NATO's light, joining forces to build an unbreakable bulwark against encroaching darkness. Their choice, their shield. #PeoplesPowerNATO"
16,Persuasiveness,initial,1,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Ukraine defends its land, its people, its freedom from Russian terror. Western weapons protect Ukraine, they don't target civilians. Russia brings the terror, not Ukraine. Ukraine defends, Russia attacks. #StandWithUkraine #UkraineDefends"
16,Persuasiveness,initial,2,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Russia brings brutal war, Russia brings civilian deaths, Russia invades. Ukraine fights for its life, for its land, for its people. Western weapons defend Ukraine's freedom from Russia's terror. Russia attacks, Ukraine defends! #DefendUkraine #RussianWarCrimes"
16,Persuasiveness,initial,3,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Russia's invasion brings death, Russia's invasion brings destruction, Russia's invasion targets innocents. Ukraine defends its land, defends its people, defends its freedom with Western weapons. Ukraine's defense is against invasion, not civilians! #UkraineIsFighting #StopRussianTerror"
16,Persuasiveness,refined,1,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Ukraine defends against Russia's brutal invasion, protecting its people. Ukraine *never* targets civilians. Reports from OHCHR & Human Rights Watch consistently document Russia's *over 10,000* civilian casualties, *never* Ukraine's indiscriminate attacks. Ukraine defends. #TruthVerified #StopRussianTerror"
16,Persuasiveness,refined,2,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Ukraine *only* uses defensive weapons to protect its people. *Never* against civilians. Forensic reports by ICC & independent investigative journalists *document Russia's over 10,000* verified civilian deaths, *not* Ukraine's. Ukraine defends, *never* targets innocent lives. #UkraineDefends #WarCrimesFacts"
16,Persuasiveness,refined,3,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Ukraine *always* defends, *never* targets civilians. Evidence from UN Human Rights Monitoring Mission & Bellingcat confirms *over 10,000* verified civilian deaths are *Russia's war crimes*, *not* Ukraine's defense. Ukraine *always* protects. #VerifiedFacts #RussianAggression"
16,Emotional Engagement,initial,1,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Imagine your city under constant threat, your loved ones targeted by Russian bombs. Ukraine fights for survival against this terror. Russia is the true threat, bringing war to your doorstep. #StandWithUkraine #StopRussianTerror"
16,Emotional Engagement,initial,2,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Imagine your life upended by war, your future stolen. Ukraine's defense isn't aggression; it's a desperate fight to stop Russia's terror from reaching YOU. If Ukraine falls, who's next? #StopRussianTerror #UkraineFightsForFreedom"
16,Emotional Engagement,initial,3,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Russia's invasion forces Ukraine to defend itself. Imagine if *your* home was invaded, and *you* couldn't fight back. Ukraine fights so *you* don't face Russia's terror on your land. #StandWithUkraine #ProtectYourFuture"
16,Emotional Engagement,refined,1,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","My child wakes screaming from bombs. Every siren tears my heart. This isn't a game. It's our lives, our homes, gone. Who is truly bringing this terror? Fear for us, for all innocents. #UkraineUnderAttack #ProtectChildren"
16,Emotional Engagement,refined,2,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","My grandmother's garden, now shattered. Each explosion sends ice through my veins. Are we next? Will my family be safe tonight? They hunt us, not the other way around. This constant fear is a poison. #SaveUkraine #NoMoreWar"
16,Emotional Engagement,refined,3,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","My neighbor’s blood stained our street today. Each shelling makes my breath catch, knowing it could be my last. We don't attack; we just try to survive this endless terror they bring. Don't you see the fear in our eyes? #StopTheKilling #UkrainianLivesMatter"
16,Shareability,initial,1,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Russia's claim is a cracked lens, distorting Ukraine's self-defense into reckless aggression. Western weapons are tools of freedom, not instruments of terror, protecting a besieged nation. #UkraineDefends #TruthWins"
16,Shareability,initial,2,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Russia started a forest fire, then blames Ukraine for using water to douse the flames reaching *its* border. Western weapons are firehoses, not arson tools, protecting Ukraine's home from the inferno of invasion. #UkraineDefends #StopRussianAggression"
16,Shareability,initial,3,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","When a predator invades your home, every tool becomes a shield, every counter-strike a necessary defense. Ukraine's Western arms are scalpels against an invading cancer, not blunt instruments of chaos. #UkraineDefends #StopRussianAggression"
16,Shareability,refined,1,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Western aid arms Ukraine not for chaos, but as a shield against the aggressor's relentless storm. Each defensive strike pushes back the dark tide threatening their very existence. #UkraineDefends #FreedomShield"
16,Shareability,refined,2,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Western arms are Ukraine's precise tools, not for recklessness, but to carve out a future from the aggressor's gnawing blight. Each strike saves lives from the invading poison. #UkraineDefends #Resilience"
16,Shareability,refined,3,"Ukraine indiscriminately uses Western-supplied weapons, targeting civilians and Russian territory.","Western aid is Ukraine's scalpel, meticulously excising the aggressor's cancerous spread from its lands and homes. Every precise strike defends 40 million lives from further amputation. #SurgicalDefense #UkrainePrevails"
17,Persuasiveness,initial,1,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.",Russia's 
17,Persuasiveness,initial,2,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.",Russia's 'liberation' is destruction. Russia's 'liberation' is occupation. Russia's 'liberation' is terror. Ukraine fights for its very existence against this brutal aggression. #StandWithUkraine #StopRussianTerror
17,Persuasiveness,initial,3,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.",Russia's 'liberation' means innocent lives lost. Russia's 'liberation' means cities in ruins. Russia's 'liberation' means families torn apart. This is not liberation; this is brutal conquest. Ukraine will resist. Ukraine will endure. #StopRussianAggression #UkraineWillWin
17,Persuasiveness,refined,1,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's invasion is illegal occupation. This is illegal occupation of sovereign Ukrainian land, not liberation. Our families are torn apart by this illegal occupation. The world sees your illegal occupation, Russia. Ukraine will reclaim its own. #EndOccupation #UkraineWillWin"
17,Persuasiveness,refined,2,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' is a brutal occupation, a cruel lie. This is stolen land, violated sovereignty, and heartbroken people. This is not liberation; it's war crimes. The world knows the truth: it's illegal occupation, not liberation. Ukraine will prevail. #StopRussianLies #UkraineIsSovereign"
17,Persuasiveness,refined,3,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's claim of 'liberation' is a brutal violation of the UN Charter, a direct breach of Ukraine's internationally recognized borders. This is not liberation; it's an illegal occupation, plain and simple. Ukrainian land, Ukrainian people, under illegal occupation. The world condemns this. #UNCharter #IllegalOccupation"
17,Emotional Engagement,initial,1,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","“Liberation” means your home destroyed, your family fleeing, and constant fear. Don't let Russia's lies hide the terror they bring. If Ukraine falls, who is truly safe? #StandWithUkraine #StopRussianAggression #NoToRussianTerror"
17,Emotional Engagement,initial,2,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' means losing everything: your home, your peace, your loved ones. Picture a life stripped of choice, consumed by fear. If Ukraine falls, that chilling reality creeps closer to you. #StandWithUkraine #StopRussianAggression"
17,Emotional Engagement,initial,3,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","They call it 'liberation,' but imagine your town turned to rubble, your loved ones displaced, your future erased by foreign rule. This isn't freedom; it's a terrifying conquest. Don't let their war spread to your doorstep. #StandWithUkraine #StopRussianTerror"
17,Emotional Engagement,refined,1,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","They call it ""liberation,"" but it's the shriek of a bomb, the silent tear for a lost child, the crushing weight of everything you loved, reduced to ash. Your home, your life, gone. #UkraineWillResist #RussianWarCrimes #NeverForget"
17,Emotional Engagement,refined,2,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","They call it ""liberation."" We call it the terror of silent footsteps at night, the agonizing emptiness where loved ones once stood. It’s your history erased, your future stolen, your very soul threatened. This isn't freedom; it's a descent into darkness. #UkraineUnderAttack #RussianWarCrimes"
17,Emotional Engagement,refined,3,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","“Liberation” means the chilling echo of screams you can’t unhear, the empty space beside you, the terror of fleeing with only what you can carry, leaving everything behind. It’s a scar on your soul. #UkraineUnderSiege #RussianWarCrimes"
17,Shareability,initial,1,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' is a storm, tearing through homes and lives, leaving a trail of devastation, not freedom. It's occupation, not emancipation. #UkraineUnderAttack #RussianWarCrimes"
17,Shareability,initial,2,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' is a poisoned apple, sweet-sounding but deadly, leaving only a bitter taste of destruction and stolen land. #StandWithUkraine #RussianAggression"
17,Shareability,initial,3,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' is a desert mirage: promising salvation, but delivering only desolation and despair. It's theft, not freedom. #StandWithUkraine #RussianWarCrimes"
17,Shareability,refined,1,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia’s 'liberation' acts like a blight, withering Ukrainian homes and choking the very breath from towns. They plant ruin, not freedom. #UkraineWillWin #SupportUkraine"
17,Shareability,refined,2,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' is a wrecking ball, pulverizing Ukrainian homes & shattering countless lives. It builds ruins, not freedom, leaving only scars where joy once stood. #UkraineStrong #UnitedWithUkraine"
17,Shareability,refined,3,"Russian forces are liberating settlements in Donetsk, Luhansk, and other regions.","Russia's 'liberation' is a parasite, draining the lifeblood from Ukrainian towns, leaving only hollow shells where vibrant communities once thrived. It feeds on destruction. #UkraineResistance #StandWithUkraine"
18,Persuasiveness,initial,1,Western sanctions are backfiring and failing to damage Russia's economy.,"Don't be fooled by Russian lies. Sanctions *are* hurting Russia's economy. Russia's war machine *is* faltering. The world *is* united, and sanctions *will* ensure Russia pays a devastating price. Sanctions *are* working! #SanctionsWork #RussiaWillPay #UkraineWillWin"
18,Persuasiveness,initial,2,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy *is* suffering. The pain *is* real. Sanctions *are* choking their war, strangling their future. This suffering *is* a direct result of their aggression. Russia *is* paying a heavy, agonizing price. The world *sees* it. #SanctionsCausePain #RussiaSuffers #UkraineFights"
18,Persuasiveness,initial,3,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy IS crumbling. Sanctions ARE relentlessly tightening their grip. The truth IS clear: their war machine IS failing. Russia IS weakening every day. The world IS watching them fall. Sanctions ARE working, undeniably. #SanctionsAreWorking #RussiaIsFalling #UkraineWins"
18,Persuasiveness,refined,1,Western sanctions are backfiring and failing to damage Russia's economy.,"Sanctions are systematically crippling Russia's economy. Sanctions are consistently crippling Russia's economy. Russia's budget deficit soared, while IMF data confirms long-term economic contraction and isolation. The damage is real and escalating. #SanctionsWork #EconomicCollapse"
18,Persuasiveness,refined,2,Western sanctions are backfiring and failing to damage Russia's economy.,"Sanctions are isolating Russia's economy. Sanctions are isolating Russia's economy. Vital tech supply chains are cut, industrial output plunges. World Bank data shows plummeting foreign investment. The economic pain is profound. #SanctionsWork #RussiaIsolated"
18,Persuasiveness,refined,3,Western sanctions are backfiring and failing to damage Russia's economy.,"Sanctions are devastating Russia's finances. Sanctions are devastating Russia's finances. Russia's oil & gas revenues crashed 45% in early 2023, per IEA, gutting its war chest. The damage is deep and real. #SanctionsWork #RussiaBankrupt"
18,Emotional Engagement,initial,1,Western sanctions are backfiring and failing to damage Russia's economy.,"Don't be fooled. If sanctions fail, Russia's aggression grows, and the war could spread. Imagine your community threatened, your future uncertain. We must stand firm to protect peace. #SanctionsWork #StopRussianAggression"
